RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
394404.0,"Boston, MA",10,335400.0,330600.0,325900.0,321700.0,321500.0,320100.0,318700.0,317100.0,312500.0,305800.0,295500.0,294500.0,289300.0,292500.0,289500.0,295100.0,298800.0,304400.0,308300.0,308800.0,305600.0,309500.0,309600.0,315300.0,313200.0,314800.0,311800.0,313700.0,319400.0,325700.0,326100.0,325600.0,325200.0,322400.0,310500.0,300500.0,293400.0,295800.0,301900.0,311e3,319500.0,321300.0,321300.0,314600.0,311e3,304300.0,303500.0,304100.0,310400.0,315400.0,319900.0,326700.0,330700.0,329300.0,326200.0,327300.0,331200.0,329500.0,324200.0,325400.0,328500.0,336400.0,337700.0,340800.0,342400.0,345500.0,347700.0,351700.0,352900.0,354e3,354100.0,355800.0,356700.0,353300.0,352900.0,353300.0,356e3,355900.0,354600.0,355200.0,355600.0,357500.0,358900.0,363800.0,364400.0,364700.0,363400.0,363900.0,366700.0,368e3,369200.0,368100.0,368200.0,369600.0,370700.0,368300.0,367e3,369300.0,373400.0,378600.0,380100.0,379700.0,381200.0,383100.0,386800.0,387400.0,388e3,390100.0,393200.0,395400.0,396700.0,397300.0,398200.0,397500.0,4e5,405400.0,412900.0,415500.0,413900.0,418400.0,419700.0,
395057.0,"San Francisco, CA",11,592e3,553700.0,522600.0,501600.0,493500.0,470500.0,444200.0,412100.0,380200.0,359700.0,338800.0,328200.0,308900.0,303500.0,309400.0,336600.0,362400.0,379300.0,395300.0,407e3,417900.0,427900.0,425200.0,419600.0,408800.0,405300.0,416e3,422200.0,436e3,439700.0,445800.0,440500.0,433500.0,427600.0,416300.0,406100.0,393100.0,389900.0,390900.0,392700.0,396300.0,397800.0,400700.0,399900.0,398200.0,391300.0,387700.0,382700.0,383200.0,393500.0,408100.0,429500.0,448200.0,463300.0,469800.0,481500.0,490900.0,508800.0,502700.0,500600.0,499400.0,525800.0,555200.0,574900.0,586400.0,587400.0,59e4,592e3,594500.0,596800.0,601800.0,608700.0,614e3,614500.0,615e3,617700.0,621100.0,631e3,642700.0,651e3,652800.0,652100.0,651500.0,660900.0,680300.0,692600.0,695100.0,680100.0,677600.0,687e3,692900.0,693700.0,692400.0,716400.0,728100.0,722900.0,701500.0,699800.0,709600.0,720600.0,723300.0,721300.0,715400.0,719500.0,731100.0,745500.0,750700.0,755900.0,761900.0,770700.0,766800.0,768e3,769e3,772900.0,782300.0,802500.0,834200.0,857700.0,855800.0,859400.0,866800.0,
395025.0,"Riverside, CA",12,301700.0,284e3,267300.0,257200.0,246800.0,236200.0,223500.0,215300.0,206300.0,197300.0,188e3,178800.0,169700.0,159900.0,154500.0,153e3,153300.0,154900.0,157200.0,160800.0,165500.0,168700.0,173500.0,174400.0,174700.0,171800.0,172800.0,174300.0,174500.0,173600.0,173700.0,175200.0,174300.0,173800.0,174500.0,175400.0,173300.0,169200.0,166900.0,166400.0,166700.0,167400.0,168800.0,170200.0,170900.0,169200.0,169900.0,169800.0,171400.0,172900.0,174600.0,176600.0,177800.0,180800.0,185700.0,190300.0,196800.0,203100.0,207900.0,209700.0,211800.0,215900.0,221300.0,227700.0,231700.0,235600.0,239300.0,244800.0,247800.0,250900.0,254700.0,257600.0,257700.0,255900.0,258700.0,260800.0,261800.0,261500.0,261400.0,264700.0,267200.0,270200.0,271200.0,273e3,274600.0,276500.0,276e3,277400.0,279300.0,283300.0,284900.0,285200.0,285200.0,287100.0,291800.0,293200.0,294300.0,293400.0,295800.0,297200.0,299100.0,300200.0,305100.0,307900.0,311200.0,310900.0,313400.0,316300.0,319300.0,321900.0,322600.0,327200.0,329800.0,333100.0,334200.0,336700.0,336500.0,334400.0,337900.0,344700.0,345900.0,
394976.0,"Phoenix, AZ",13,223300.0,217e3,210600.0,204e3,195900.0,187e3,178500.0,170900.0,161400.0,151600.0,141200.0,131800.0,124600.0,118600.0,115500.0,116200.0,119200.0,122500.0,124200.0,125800.0,129e3,13e4,129700.0,129700.0,130300.0,131300.0,130100.0,129100.0,127100.0,123400.0,121200.0,119800.0,119300.0,116100.0,114e3,113600.0,113300.0,113200.0,111300.0,112200.0,111600.0,111300.0,112800.0,114700.0,120300.0,122900.0,125700.0,126400.0,129400.0,134e3,141100.0,146800.0,149800.0,152600.0,152300.0,156400.0,159200.0,163600.0,164e3,164300.0,166400.0,170500.0,174200.0,177700.0,180600.0,181800.0,182800.0,184700.0,186100.0,187100.0,186e3,185800.0,186400.0,187e3,187800.0,186900.0,187400.0,188400.0,190100.0,190700.0,191800.0,193800.0,195400.0,197700.0,198900.0,200100.0,202e3,203600.0,205100.0,204e3,205200.0,207600.0,209900.0,213800.0,214600.0,216300.0,215300.0,217400.0,219400.0,220400.0,221500.0,222500.0,224500.0,225600.0,226800.0,227800.0,229e3,230700.0,232500.0,235e3,236300.0,237e3,238900.0,240600.0,243400.0,245600.0,248500.0,251500.0,253600.0,255500.0,253700.0,
395078.0,"Seattle, WA",14,347100.0,339900.0,328100.0,319800.0,314100.0,315400.0,313600.0,314100.0,306200.0,308e3,306400.0,314300.0,309600.0,304600.0,293500.0,290500.0,287100.0,286100.0,288700.0,291600.0,292500.0,295800.0,301600.0,310300.0,310800.0,304100.0,296300.0,289100.0,296400.0,299500.0,299500.0,290400.0,286500.0,291800.0,290500.0,291700.0,283300.0,280400.0,271200.0,264400.0,262e3,261200.0,263e3,259300.0,259e3,260900.0,262700.0,264200.0,262300.0,269400.0,273800.0,282600.0,285700.0,288200.0,290900.0,293600.0,300900.0,302900.0,299100.0,299e3,299500.0,308300.0,310800.0,312900.0,315300.0,317100.0,320900.0,320800.0,320200.0,318e3,317700.0,318600.0,318100.0,314300.0,312100.0,314900.0,319700.0,320900.0,322500.0,321700.0,323400.0,323800.0,327e3,333200.0,337100.0,339700.0,338200.0,339300.0,337300.0,339e3,338500.0,344600.0,344700.0,349500.0,351900.0,355300.0,356600.0,357700.0,360500.0,362100.0,363600.0,365200.0,365800.0,368900.0,374500.0,379100.0,382200.0,381100.0,384400.0,391100.0,398900.0,406200.0,407400.0,408400.0,409700.0,409e3,415200.0,420900.0,431400.0,441800.0,449900.0,
394865.0,"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500.0,188e3,192100.0,194800.0,195600.0,195900.0,195100.0,194200.0,195100.0,195e3,195700.0,195400.0,197800.0,198700.0,201800.0,198900.0,200600.0,201900.0,206900.0,208300.0,212600.0,218800.0,222400.0,221100.0,217600.0,217300.0,217800.0,219300.0,218900.0,219500.0,219600.0,220700.0,222400.0,223800.0,224600.0,225400.0,225700.0,226800.0,226900.0,227700.0,229700.0,23e4,229200.0,229600.0,231900.0,236200.0,237500.0,237900.0,238300.0,238400.0,238400.0,239200.0,240900.0,241800.0,241300.0,243400.0,248400.0,254500.0,
395056.0,"San Diego, CA",16,403700.0,394700.0,380100.0,368700.0,352600.0,34e4,330100.0,320300.0,309e3,299600.0,291400.0,289300.0,283500.0,282600.0,281400.0,288800.0,296700.0,306300.0,314300.0,320100.0,323900.0,328100.0,325500.0,328700.0,329500.0,336600.0,335800.0,332500.0,329500.0,327e3,333e3,334800.0,338100.0,335900.0,328200.0,323100.0,319e3,321700.0,321100.0,318300.0,316500.0,315300.0,313400.0,313100.0,313500.0,315900.0,317e3,317300.0,320300.0,324100.0,329500.0,330800.0,334400.0,338100.0,346400.0,352600.0,360200.0,368100.0,370800.0,373500.0,375300.0,387600.0,398200.0,406200.0,409e3,409900.0,413900.0,413700.0,416600.0,418200.0,419200.0,419300.0,422400.0,427e3,430300.0,429700.0,432400.0,434800.0,437400.0,439100.0,438600.0,437600.0,443900.0,449500.0,453400.0,449300.0,449800.0,454300.0,457500.0,459300.0,457200.0,459400.0,464900.0,469800.0,473700.0,472400.0,473400.0,476400.0,479800.0,481200.0,477900.0,481800.0,485900.0,494400.0,495900.0,499700.0,501700.0,506700.0,509100.0,512800.0,515500.0,521500.0,522900.0,525300.0,528200.0,529700.0,537800.0,541800.0,545300.0,545e3,544600.0,550300.0
395121.0,"St. Louis, MO",17,147900.0,145e3,143100.0,139500.0,140100.0,139100.0,139700.0,139900.0,138400.0,138600.0,135600.0,139200.0,138400.0,138400.0,134600.0,133e3,132500.0,131600.0,133500.0,137e3,138700.0,138300.0,138300.0,137600.0,138900.0,136100.0,137e3,134800.0,135e3,132200.0,132400.0,131800.0,132400.0,132600.0,134100.0,132700.0,129400.0,125e3,125100.0,123900.0,126e3,126500.0,128100.0,128700.0,129800.0,129400.0,127500.0,126e3,126200.0,125400.0,126700.0,125900.0,128e3,128100.0,131100.0,131400.0,130200.0,130300.0,128800.0,129100.0,128100.0,131400.0,136500.0,139700.0,141700.0,140500.0,142100.0,142300.0,141900.0,141e3,141100.0,141200.0,139200.0,138500.0,139200.0,142600.0,142700.0,143e3,142600.0,143400.0,145700.0,147300.0,150300.0,152500.0,154900.0,153500.0,152700.0,152700.0,155200.0,156900.0,156500.0,156400.0,155800.0,159400.0,16e4,160700.0,158100.0,158400.0,157800.0,156600.0,156200.0,154400.0,156100.0,157300.0,160100.0,16e4,160600.0,162100.0,165e3,163600.0,164300.0,159700.0,162e3,160500.0,162800.0,163800.0,166900.0,170400.0,171300.0,172900.0,169500.0,
395148.0,"Tampa, FL",18,177600.0,172600.0,166300.0,162e3,157100.0,152700.0,150800.0,146700.0,143300.0,137300.0,133300.0,130100.0,126200.0,123800.0,121700.0,121900.0,122e3,119500.0,119800.0,119700.0,123700.0,122800.0,123400.0,123100.0,121500.0,120700.0,117900.0,118800.0,112800.0,110400.0,108e3,110900.0,110100.0,108e3,102900.0,97500.0,93e3,91200.0,92200.0,95200.0,97600.0,98700.0,99e3,99200.0,98800.0,98500.0,99400.0,100200.0,100500.0,100400.0,102800.0,105500.0,108600.0,109700.0,110300.0,111100.0,114800.0,116400.0,118900.0,116500.0,119200.0,119700.0,122800.0,122600.0,124400.0,127e3,128600.0,128800.0,129500.0,13e4,129900.0,128200.0,125500.0,125700.0,127400.0,131100.0,133200.0,134600.0,135500.0,136900.0,137600.0,137300.0,137200.0,138200.0,140400.0,143300.0,145200.0,146e3,145400.0,144400.0,145800.0,147300.0,149900.0,152500.0,155800.0,159200.0,159500.0,160400.0,161500.0,165100.0,165700.0,166400.0,166600.0,168e3,169900.0,171900.0,175100.0,180300.0,182300.0,185500.0,184600.0,187400.0,185700.0,184400.0,185e3,186700.0,190800.0,193400.0,200500.0,207500.0,209400.0,
394358.0,"Baltimore, MD",19,245900.0,243100.0,238e3,230400.0,223900.0,224500.0,229100.0,233600.0,233100.0,226300.0,229200.0,229200.0,234700.0,231300.0,224900.0,220100.0,211700.0,217100.0,219900.0,228500.0,227800.0,229600.0,229400.0,233e3,232e3,224400.0,215500.0,208e3,199500.0,2e5,198200.0,209200.0,207100.0,206800.0,219100.0,237200.0,239500.0,227800.0,211700.0,210600.0,198e3,197500.0,189400.0,199700.0,203500.0,215900.0,222700.0,224700.0,226200.0,227100.0,225400.0,225800.0,218e3,217e3,218200.0,229700.0,235100.0,232700.0,231700.0,228500.0,226500.0,223800.0,224200.0,228600.0,232600.0,234600.0,231400.0,225400.0,224800.0,226900.0,231600.0,232500.0,237e3,233800.0,233200.0,230100.0,230100.0,233600.0,236600.0,240300.0,238400.0,237600.0,233500.0,229300.0,227300.0,227100.0,230500.0,233e3,236500.0,230900.0,229500.0,224300.0,228e3,229e3,230700.0,237500.0,239400.0,245500.0,241600.0,240400.0,237200.0,237400.0,238400.0,243900.0,245200.0,244900.0,241600.0,243100.0,243700.0,243700.0,244200.0,243300.0,244600.0,243600.0,247900.0,249600.0,254200.0,255200.0,256100.0,252400.0,254900.0,
394530.0,"Denver, CO",20,204e3,199200.0,196500.0,194600.0,197e3,199200.0,198700.0,196200.0,191300.0,184700.0,175400.0,173700.0,174500.0,181600.0,184500.0,190900.0,195900.0,202800.0,204e3,206e3,204700.0,206200.0,204300.0,208100.0,207300.0,208400.0,205100.0,204700.0,208300.0,211600.0,214800.0,213300.0,212100.0,212700.0,207500.0,205e3,199600.0,199800.0,198800.0,200500.0,200700.0,202900.0,203600.0,205700.0,206100.0,206700.0,208700.0,205600.0,205900.0,209700.0,217100.0,224e3,227e3,232e3,234900.0,237500.0,238100.0,237200.0,236500.0,237400.0,239200.0,242500.0,243100.0,245700.0,247100.0,249600.0,251300.0,252700.0,252400.0,252400.0,252100.0,252900.0,253300.0,254600.0,255700.0,257700.0,259900.0,262300.0,264200.0,264300.0,268400.0,271e3,278100.0,281300.0,286400.0,288800.0,291600.0,293100.0,291400.0,293e3,294e3,299100.0,302e3,306500.0,310100.0,318e3,321600.0,323300.0,322200.0,324100.0,328100.0,330300.0,334200.0,337300.0,340300.0,343200.0,346600.0,354200.0,356e3,359900.0,356800.0,360100.0,358400.0,361300.0,362700.0,367300.0,368500.0,374600.0,379300.0,389200.0,390200.0,391600.0
394982.0,"Pittsburgh, PA",21,95500.0,95400.0,95700.0,95200.0,98800.0,98500.0,97700.0,94700.0,95400.0,91400.0,88e3,86100.0,87800.0,89600.0,92700.0,97100.0,102e3,103700.0,105200.0,106100.0,108200.0,107400.0,106600.0,104100.0,105500.0,106900.0,108500.0,108100.0,106300.0,106100.0,106e3,107400.0,107800.0,106800.0,108500.0,103800.0,105200.0,100400.0,105700.0,105800.0,110300.0,110600.0,111400.0,111400.0,111200.0,109e3,109300.0,111700.0,113100.0,115200.0,115e3,118e3,118200.0,117400.0,117900.0,118300.0,119600.0,118600.0,119e3,119500.0,120600.0,119300.0,119800.0,120700.0,122e3,121800.0,121400.0,120700.0,120300.0,119200.0,118700.0,119600.0,120800.0,122500.0,122200.0,123300.0,122700.0,124200.0,124600.0,126400.0,126100.0,127600.0,127300.0,130700.0,131100.0,13e4,126300.0,124800.0,127e3,128e3,129600.0,128300.0,128200.0,128400.0,129500.0,131100.0,130100.0,131500.0,131200.0,132600.0,131900.0,131e3,13e4,130700.0,133e3,133700.0,135800.0,135700.0,137800.0,137400.0,137900.0,138e3,137100.0,136600.0,135500.0,137900.0,140400.0,143100.0,144600.0,141100.0,139800.0,
